evidence_id,batch_id,input_symbol,input_company_name,claim_type,claim_summary,source_title,source_type,source_date,source_url_or_reference,page_or_section,verbatim_excerpt_short,confidence
PETRONET-NSE-FINANCIALS,nifty_500_shariah,PETRONET,Petronet LNG Ltd.,financial_results,NSE returned 5 recent financial-result records for PETRONET.,NSE financial results API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=PETRONET&marketApiType=equities&noOfRecords=5,financial results,,0.9
PETRONET-ANNUAL-REPORT,nifty_500_shariah,PETRONET,Petronet LNG Ltd.,annual_report,Latest annual report discovered for PETRONET: FY 2024-2025.,PETRONET annual report,annual_report,29-AUG-2025 19:26:57,https://nsearchives.nseindia.com/annual_reports/AR_27916_PETRONET_2024_2025_A_17382084_29082025192656.pdf,NSE annual report listing,,0.9
PETRONET-CURATED-BUSINESS,nifty_500_shariah,PETRONET,Petronet LNG Ltd.,business_model,"Petronet LNG Limited is an NSE-listed company classified by NSE as Energy / Oil Gas & Consumable Fuels / Gas / LPG/CNG/PNG/LNG Supplier. The profile maps the company into a regulated_energy_or_utility_provider value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","PETRONET annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_27916_PETRONET_2024_2025_A_17382084_29082025192656.pdf,business review / management discussion / NSE secInfo,,0.68
PETRONET-CURATED-DEPENDENCIES,nifty_500_shariah,PETRONET,Petronet LNG Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",PETRONET official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_27916_PETRONET_2024_2025_A_17382084_29082025192656.pdf,source inventory / risk factors / value-chain mapping,,0.62
PGEL-NSE-CLASSIFICATION,nifty_500_shariah,PGEL,PG Electroplast Ltd.,industry_classification,"NSE classifies PGEL as macro=Consumer Discretionary, sector=Consumer Durables, industry=Consumer Durables, basicIndustry=Consumer Electronics.",NSE quote API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=PGEL,secInfo,,0.9
PGEL-NSE-FINANCIALS,nifty_500_shariah,PGEL,PG Electroplast Ltd.,financial_results,NSE returned 5 recent financial-result records for PGEL.,NSE financial results API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=PGEL&marketApiType=equities&noOfRecords=5,financial results,,0.9
PGEL-ANNUAL-REPORT,nifty_500_shariah,PGEL,PG Electroplast Ltd.,annual_report,Latest annual report discovered for PGEL: FY 2024-2025.,PGEL annual report,annual_report,30-AUG-2025 21:02:31,https://nsearchives.nseindia.com/annual_reports/AR_27977_PGEL_2024_2025_A_5368178_30082025210230.pdf,NSE annual report listing,,0.9
PGEL-CURATED-BUSINESS,nifty_500_shariah,PGEL,PG Electroplast Ltd.,business_model,"PG Electroplast Limited is an NSE-listed company classified by NSE as Consumer Discretionary / Consumer Durables / Consumer Durables / Consumer Electronics. The profile maps the company into a downstream_branded_consumer_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","PGEL annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_27977_PGEL_2024_2025_A_5368178_30082025210230.pdf,business review / management discussion / NSE secInfo,,0.68
PGEL-CURATED-DEPENDENCIES,nifty_500_shariah,PGEL,PG Electroplast Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",PGEL official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_27977_PGEL_2024_2025_A_5368178_30082025210230.pdf,source inventory / risk factors / value-chain mapping,,0.62
PIDILITIND-NSE-CLASSIFICATION,nifty_500_shariah,PIDILITIND,Pidilite Industries Ltd.,industry_classification,"NSE classifies PIDILITIND as macro=Commodities, sector=Chemicals, industry=Chemicals & Petrochemicals, basicIndustry=Specialty Chemicals.",NSE quote API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=PIDILITIND,secInfo,,0.9
PIDILITIND-NSE-FINANCIALS,nifty_500_shariah,PIDILITIND,Pidilite Industries Ltd.,financial_results,NSE returned 5 recent financial-result records for PIDILITIND.,NSE financial results API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=PIDILITIND&marketApiType=equities&noOfRecords=5,financial results,,0.9
PIDILITIND-ANNUAL-REPORT,nifty_500_shariah,PIDILITIND,Pidilite Industries Ltd.,annual_report,Latest annual report discovered for PIDILITIND: FY 2024-2025.,PIDILITIND annual report,annual_report,11-JUL-2025 15:59:21,https://nsearchives.nseindia.com/annual_reports/AR_26853_PIDILITIND_2024_2025_A_11072025155919.pdf,NSE annual report listing,,0.9
PIDILITIND-CURATED-BUSINESS,nifty_500_shariah,PIDILITIND,Pidilite Industries Ltd.,business_model,"Pidilite Industries Limited is an NSE-listed company classified by NSE as Commodities / Chemicals / Chemicals & Petrochemicals / Specialty Chemicals. The profile maps the company into a midstream_chemical_manufacturer value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","PIDILITIND annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_26853_PIDILITIND_2024_2025_A_11072025155919.pdf,business review / management discussion / NSE secInfo,,0.68
PIDILITIND-CURATED-DEPENDENCIES,nifty_500_shariah,PIDILITIND,Pidilite Industries Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",PIDILITIND official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_26853_PIDILITIND_2024_2025_A_11072025155919.pdf,source inventory / risk factors / value-chain mapping,,0.62
POLYCAB-NSE-CLASSIFICATION,nifty_500_shariah,POLYCAB,Polycab India Ltd.,industry_classification,"NSE classifies POLYCAB as macro=Industrials, sector=Capital Goods, industry=Industrial Products, basicIndustry=Cables - Electricals.",NSE quote API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=POLYCAB,secInfo,,0.9
POLYCAB-NSE-FINANCIALS,nifty_500_shariah,POLYCAB,Polycab India Ltd.,financial_results,NSE returned 5 recent financial-result records for POLYCAB.,NSE financial results API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=POLYCAB&marketApiType=equities&noOfRecords=5,financial results,,0.9
POLYCAB-ANNUAL-REPORT,nifty_500_shariah,POLYCAB,Polycab India Ltd.,annual_report,Latest annual report discovered for POLYCAB: FY 2024-2025.,POLYCAB annual report,annual_report,09-JUN-2025 23:13:44,https://nsearchives.nseindia.com/annual_reports/AR_26534_POLYCAB_2024_2025_A_09062025231342.pdf,NSE annual report listing,,0.9
POLYCAB-CURATED-BUSINESS,nifty_500_shariah,POLYCAB,Polycab India Ltd.,business_model,"Polycab India Limited is an NSE-listed company classified by NSE as Industrials / Capital Goods / Industrial Products / Cables - Electricals. The profile maps the company into a capital_goods_or_project_supplier value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","POLYCAB annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_26534_POLYCAB_2024_2025_A_09062025231342.pdf,business review / management discussion / NSE secInfo,,0.68
POLYCAB-CURATED-DEPENDENCIES,nifty_500_shariah,POLYCAB,Polycab India Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",POLYCAB official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_26534_POLYCAB_2024_2025_A_09062025231342.pdf,source inventory / risk factors / value-chain mapping,,0.62
POWERINDIA-NSE-CLASSIFICATION,nifty_500_shariah,POWERINDIA,Hitachi Energy India Ltd.,industry_classification,"NSE classifies POWERINDIA as macro=Industrials, sector=Capital Goods, industry=Electrical Equipment, basicIndustry=Heavy Electrical Equipment.",NSE quote API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=POWERINDIA,secInfo,,0.9
POWERINDIA-NSE-FINANCIALS,nifty_500_shariah,POWERINDIA,Hitachi Energy India Ltd.,financial_results,NSE returned 5 recent financial-result records for POWERINDIA.,NSE financial results API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=POWERINDIA&marketApiType=equities&noOfRecords=5,financial results,,0.9
POWERINDIA-ANNUAL-REPORT,nifty_500_shariah,POWERINDIA,Hitachi Energy India Ltd.,annual_report,Latest annual report discovered for POWERINDIA: FY 2024-2025.,POWERINDIA annual report,annual_report,24-JUL-2025 16:31:24,https://nsearchives.nseindia.com/annual_reports/AR_27095_POWERINDIA_2024_2025_A_24072025163122.pdf,NSE annual report listing,,0.9
POWERINDIA-CURATED-BUSINESS,nifty_500_shariah,POWERINDIA,Hitachi Energy India Ltd.,business_model,"Hitachi Energy India Limited is an NSE-listed company classified by NSE as Industrials / Capital Goods / Electrical Equipment / Heavy Electrical Equipment. The profile maps the company into a capital_goods_or_project_supplier value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","POWERINDIA annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_27095_POWERINDIA_2024_2025_A_24072025163122.pdf,business review / management discussion / NSE secInfo,,0.68
POWERINDIA-CURATED-DEPENDENCIES,nifty_500_shariah,POWERINDIA,Hitachi Energy India Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",POWERINDIA official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_27095_POWERINDIA_2024_2025_A_24072025163122.pdf,source inventory / risk factors / value-chain mapping,,0.62
RAILTEL-NSE-CLASSIFICATION,nifty_500_shariah,RAILTEL,RailTel Corporation of India Ltd.,industry_classification,"NSE classifies RAILTEL as macro=Telecommunication, sector=Telecommunication, industry=Telecom - Services, basicIndustry=Other Telecom Services.",NSE quote API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=RAILTEL,secInfo,,0.9
RAILTEL-NSE-FINANCIALS,nifty_500_shariah,RAILTEL,RailTel Corporation of India Ltd.,financial_results,NSE returned 5 recent financial-result records for RAILTEL.,NSE financial results API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=RAILTEL&marketApiType=equities&noOfRecords=5,financial results,,0.9
RAILTEL-ANNUAL-REPORT,nifty_500_shariah,RAILTEL,RailTel Corporation of India Ltd.,annual_report,Latest annual report discovered for RAILTEL: FY 2024-2025.,RAILTEL annual report,annual_report,25-JUL-2025 14:22:23,https://nsearchives.nseindia.com/annual_reports/AR_27105_RAILTEL_2024_2025_A_25072025142220.pdf,NSE annual report listing,,0.9
RAILTEL-CURATED-BUSINESS,nifty_500_shariah,RAILTEL,RailTel Corporation of India Ltd.,business_model,"Railtel Corporation Of India Limited is an NSE-listed company classified by NSE as Telecommunication / Telecommunication / Telecom - Services / Other Telecom Services. The profile maps the company into a midstream_or_downstream_operating_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","RAILTEL annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_27105_RAILTEL_2024_2025_A_25072025142220.pdf,business review / management discussion / NSE secInfo,,0.68
RAILTEL-CURATED-DEPENDENCIES,nifty_500_shariah,RAILTEL,RailTel Corporation of India Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",RAILTEL official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_27105_RAILTEL_2024_2025_A_25072025142220.pdf,source inventory / risk factors / value-chain mapping,,0.62
REDINGTON-NSE-CLASSIFICATION,nifty_500_shariah,REDINGTON,Redington Ltd.,industry_classification,"NSE classifies REDINGTON as macro=Services, sector=Services, industry=Commercial Services & Supplies, basicIndustry=Trading & Distributors.",NSE quote API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=REDINGTON,secInfo,,0.9
REDINGTON-NSE-FINANCIALS,nifty_500_shariah,REDINGTON,Redington Ltd.,financial_results,NSE returned 5 recent financial-result records for REDINGTON.,NSE financial results API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=REDINGTON&marketApiType=equities&noOfRecords=5,financial results,,0.9
REDINGTON-ANNUAL-REPORT,nifty_500_shariah,REDINGTON,Redington Ltd.,annual_report,Latest annual report discovered for REDINGTON: FY 2024-2025.,REDINGTON annual report,annual_report,07-JUL-2025 16:47:57,https://nsearchives.nseindia.com/annual_reports/AR_26772_REDINGTON_2024_2025_U_07072025164755.pdf,NSE annual report listing,,0.9
